Square_Footage, Bedrooms, Bathrooms, Neighborhood, Year_Built, Garage_Size, Price
1204,4,1,Rural,1954,713,569455.94
1864,4,3,Suburban,1977,256,518824.36
2158,3,3,Rural,2003,516,336614.64
2182,4,4,Urban,2008,350,574258.7
2645,6,1,Rural,1969,195,105903.89
1222,6,3,Suburban,1978,155,565698.78
2528,3,1,Urban,2004,530,113604.85
1109,2,4,Rural,2008,90,491863.4
1606,3,3,Rural,1994,636,297424.03
2153,6,3,Suburban,1998,101,595853.5
2327,4,1,Rural,1986,58,164444.55
2622,5,2,Urban,2017,415,211179.55
1186,3,1,Suburban,2008,274,140264.5
1798,4,1,Urban,2008,464,217054.18
1353,3,2,Rural,1972,167,482057.39
1881,6,4,Rural,2017,777,490307.04
1444,2,3,Rural,1970,164,587178.0
961,2,2,Suburban,2018,540,175133.85
2269,6,1,Suburban,1987,307,265565.03
921,4,4,Urban,2013,416,423770.71
1999,2,1,Suburban,1989,648,429944.92
2208,6,4,Rural,1958,473,275207.14
1498,2,2,Suburban,2005,623,342648.1
2736,5,3,Urban,2000,249,384025.77
1339,4,1,Rural,2000,404,358923.69
1103,4,4,Rural,1995,9,354389.85
818,6,4,Urban,1952,347,233484.7
1801,4,4,Rural,1975,55,222969.7
2619,5,2,Suburban,1973,303,108915.74
1521,3,1,Rural,2008,138,513878.86
2600,4,1,Suburban,1962,672,324481.23
1147,4,2,Urban,1972,436,256832.44
2593,6,2,Urban,1994,697,580704.88
1987,6,2,Urban,1976,18,366746.23
1725,2,2,Urban,1953,55,121302.87
2011,2,2,Rural,1996,435,370303.41
1673,4,1,Rural,1983,232,419489.5
2646,5,3,Suburban,1991,452,546861.42
2835,2,2,Rural,1951,157,235493.2
810,4,2,Suburban,1969,752,388385.9
1633,5,4,Urban,1986,731,571194.89
1856,2,4,Urban,2004,389,252825.66
1210,6,1,Urban,2014,54,296889.41
2338,2,1,Suburban,1972,553,171925.5
2208,5,1,Suburban,1955,546,355780.23
2451,6,2,Suburban,2017,202,336890.12
1563,2,2,Suburban,1991,536,134158.85
1133,5,4,Suburban,1963,474,312897.8
1580,3,4,Urban,2019,715,478160.86
2452,2,3,Urban,1972,320,573366.16
2934,6,1,Suburban,2004,229,133941.75
1033,4,3,Urban,1992,637,178957.12
2347,3,3,Urban,1956,497,160718.94
1236,3,4,Suburban,1955,444,204119.95
1636,4,3,Rural,2011,174,172323.66
1439,5,2,Rural,1985,106,181502.41
2418,4,4,Rural,1964,310,423710.16
2394,3,4,Rural,1957,277,388569.02
1701,6,1,Rural,1965,228,505205.44
1738,2,4,Rural,1998,667,358384.73
2142,6,1,Urban,1997,599,568856.06
2779,3,1,Suburban,2019,286,357858.2
2335,5,3,Suburban,1981,289,131993.6
1173,6,3,Rural,1964,658,271549.89
2820,2,2,Urban,1977,357,169476.28
2075,2,3,Rural,1971,668,398907.49
2693,3,2,Rural,1998,186,279594.72
1770,6,2,Urban,1950,768,408879.31
2490,6,3,Suburban,1973,662,404049.63
1038,3,3,Urban,1989,623,533433.21
2887,5,3,Suburban,1981,482,556139.07
1874,3,4,Suburban,1956,764,568100.75
2299,2,2,Rural,1961,256,434524.41
2131,4,2,Suburban,2020,390,472886.29
1512,4,4,Suburban,2004,21,275526.87
1274,2,1,Rural,1999,655,592490.05
2581,3,2,Suburban,2011,701,522937.52
1687,5,2,Rural,1967,425,115490.09
1069,3,1,Suburban,1985,753,197450.82
1709,4,4,Urban,1979,208,386626.11
1584,5,1,Rural,1968,571,114568.71
2307,4,1,Suburban,1955,574,574877.72
1023,3,4,Rural,1974,79,568578.78
1550,3,2,Rural,2015,761,278942.84
1765,2,1,Suburban,1976,64,123699.98
1019,3,2,Suburban,2018,138,506649.27
977,3,3,Urban,1958,583,124093.75
2459,6,3,Urban,1962,339,506338.11
1540,6,3,Urban,1999,393,252195.86
1092,5,3,Rural,1954,364,244230.99
1396,3,4,Rural,2010,97,322851.28
2869,2,2,Suburban,1985,764,166640.7
2496,4,3,Suburban,1976,732,216271.35
995,6,4,Suburban,1980,345,334270.61
2184,3,1,Urban,2013,777,482245.63
2205,4,4,Suburban,1986,641,310083.41
1055,5,3,Urban,2000,17,463730.31
1111,3,1,Suburban,2002,721,399542.11
1006,4,3,Rural,1974,39,404343.47
2867,3,1,Suburban,1961,293,294151.28
923,2,4,Urban,2001,118,104954.57
843,5,2,Suburban,1985,140,146400.63
1678,2,2,Rural,1996,720,105039.76
2298,2,4,Urban,1983,452,154721.99
2811,5,2,Urban,2016,128,243717.04
2717,2,2,Rural,2008,258,259136.75
1759,2,3,Suburban,1959,417,483557.74
1164,4,1,Urban,2005,264,414910.39
2938,6,3,Rural,2019,317,100138.63
965,3,3,Suburban,1960,77,505278.67
1254,5,2,Urban,2011,249,177756.11
2869,4,1,Urban,2011,239,276707.91
1519,6,3,Urban,1985,314,439007.8
2339,4,2,Suburban,1985,290,374027.45
1675,2,4,Suburban,2018,375,305912.93
2826,2,2,Urban,1970,776,198950.69
2312,5,2,Rural,1974,426,494095.15
2669,6,1,Suburban,2006,150,442186.04
1742,3,2,Suburban,2017,419,391694.21
973,2,1,Suburban,1965,664,599756.49
1781,3,1,Suburban,1980,584,502020.72
1096,3,1,Urban,1967,426,430895.97
1003,4,4,Rural,1953,161,183257.72
1507,6,4,Urban,2019,449,569411.23
1416,3,4,Suburban,2007,160,190861.6
2316,3,4,Rural,2002,791,487188.76
1508,6,2,Urban,1968,633,245598.46
2066,4,3,Suburban,1980,470,599792.36
1832,2,3,Rural,1978,702,379274.4
1622,5,1,Suburban,1992,423,258025.46
1164,4,2,Rural,1953,143,422745.09
1367,3,1,Suburban,1988,698,518220.34
1996,5,3,Suburban,1952,389,597231.97
1484,2,3,Urban,1984,32,517417.03
1465,2,1,Urban,1984,106,254651.57
872,4,1,Urban,2006,182,213128.78
1948,4,3,Suburban,1952,674,119630.57
831,3,1,Suburban,2011,627,297404.82
2593,4,4,Rural,2020,713,269011.0
1798,6,3,Urban,2002,755,208627.87
2197,5,4,Suburban,2014,730,115910.94
1140,5,2,Urban,1970,97,374048.83
2911,6,2,Urban,1951,476,297217.22
1633,5,1,Urban,2018,436,304077.27
1259,4,2,Urban,1990,514,255188.77
2123,3,4,Urban,1993,242,430146.21
2825,4,2,Urban,1988,58,481240.43
1257,6,2,Urban,1990,513,341023.27
1119,3,2,Suburban,2020,599,244329.17
1582,6,3,Suburban,2001,358,331137.06
2113,3,1,Urban,1962,481,487391.69
2118,3,1,Urban,2000,293,149175.27
1748,3,1,Urban,1989,31,427039.05
2588,5,4,Urban,1961,664,561699.36
896,6,4,Suburban,1966,240,492620.89
2750,6,1,Rural,1972,555,333119.96
1247,3,4,Rural,1961,681,358489.34
1885,2,4,Urban,1952,58,221451.81
1289,6,2,Urban,1980,787,105354.49
2170,4,2,Suburban,1975,718,359767.6
2031,3,1,Urban,1976,160,168318.69
1960,5,1,Rural,1950,545,155393.66
2029,2,4,Rural,1984,377,599815.88
2956,4,4,Urban,2003,278,434269.04
1552,3,1,Urban,2011,19,379174.96
959,3,2,Rural,2005,711,574968.82
833,4,2,Suburban,1980,296,535435.53
2780,3,1,Urban,1996,193,450449.99
1460,4,2,Urban,1954,63,489140.23
1689,3,1,Urban,1956,589,451711.27
2545,4,4,Rural,2013,24,481955.38
2070,2,2,Rural,1983,376,236899.67
2093,4,3,Suburban,1960,273,525417.08
2408,2,3,Rural,2012,282,306931.3
2788,6,2,Rural,1954,594,310454.49
2259,4,3,Suburban,1969,28,110685.15
1814,4,3,Suburban,1998,97,275033.21
1629,3,3,Rural,1996,28,335701.92
1054,2,3,Rural,1988,531,127513.86
1561,3,4,Urban,1951,698,314981.91
1227,6,3,Urban,1977,96,343796.28
1314,2,1,Urban,2005,427,185759.54
2531,6,2,Suburban,2019,628,351325.07
1189,2,4,Urban,1955,384,592512.25
1176,5,2,Urban,1962,325,186915.95
817,5,3,Suburban,1995,15,378539.07
2045,5,4,Urban,1998,237,393153.87
1416,3,1,Rural,1988,441,104615.22
1322,4,4,Urban,1958,671,589170.16
2471,2,3,Suburban,2010,281,286236.61
2651,5,1,Urban,1963,532,537320.32
2469,6,4,Urban,1979,713,182694.5
2479,2,3,Rural,2016,788,556521.75
2912,4,4,Urban,1984,662,536766.52
1335,3,2,Rural,1999,208,280052.05
1927,4,3,Suburban,1978,518,326192.95
1452,3,1,Urban,1988,325,452399.94
2421,4,4,Suburban,1984,528,149638.6
1456,6,2,Suburban,1970,170,266807.49
1007,5,2,Urban,1955,199,533278.17
1395,2,3,Urban,1976,537,266448.57
1049,2,2,Rural,1984,93,586305.48
1219,2,3,Urban,1965,373,435937.29
1708,6,3,Suburban,1958,554,532069.04
2073,6,4,Rural,2003,632,412705.33
2565,3,3,Rural,2003,3,101979.11
1260,6,4,Suburban,2005,97,375235.56
1365,5,1,Rural,1967,366,482717.94
2444,2,2,Rural,1983,31,508416.34
1203,5,4,Urban,1998,403,232172.39
865,3,1,Urban,1998,737,231830.24
1576,4,4,Urban,1998,583,327939.24
1360,4,1,Rural,1973,779,153855.41
2032,4,2,Suburban,2009,284,252080.76
1746,5,4,Rural,1977,401,304971.45
1850,6,1,Rural,2014,756,598220.23
1468,2,1,Rural,2010,403,169747.7
2957,4,4,Suburban,1965,1,172078.17
1144,3,4,Suburban,1963,339,454507.8
2174,4,4,Suburban,2015,617,390536.45
1865,3,1,Rural,2010,213,149243.84
963,4,2,Urban,1974,474,473082.65
2491,3,2,Rural,1987,748,190795.69
1034,6,2,Rural,1998,585,334683.78
2464,5,2,Urban,2010,800,203918.49
2263,2,4,Suburban,1979,365,425358.05
1194,4,2,Rural,1954,347,585370.04
1894,4,3,Suburban,2005,587,320853.47
1392,6,3,Urban,1999,765,413707.27
1407,6,3,Rural,1993,181,471584.91
1941,6,2,Urban,1959,485,484905.83
2959,2,1,Urban,1995,402,157120.09
1493,3,1,Suburban,1968,202,228464.14
1487,6,1,Suburban,1950,170,568225.9
2193,5,4,Rural,1980,735,231052.67
2290,4,1,Urban,2008,500,497654.26
2948,2,4,Rural,1989,691,376664.42
2454,6,2,Rural,2015,589,255607.89
948,6,2,Suburban,1998,431,533931.06
2409,4,4,Suburban,2019,101,116804.28
2731,6,4,Urban,1973,5,252496.92
2785,3,4,Rural,1978,264,197034.4
2147,3,2,Urban,1970,48,309435.25
1375,6,2,Urban,1977,4,136079.82
2966,5,1,Urban,2016,412,399410.07
1473,6,1,Urban,2003,638,466327.18
2833,5,1,Urban,1966,630,575347.58
2277,5,2,Suburban,1975,467,198342.18
2450,6,3,Rural,1962,324,280295.98
2916,6,3,Rural,1971,92,437883.37
1504,3,2,Suburban,1969,17,434318.24
1920,6,2,Rural,2019,23,396173.83
909,5,1,Rural,2014,429,359326.06
2194,2,2,Suburban,1974,745,365643.83
2796,4,1,Rural,2007,338,354456.06
2140,2,2,Rural,1956,634,226026.97
2269,6,3,Suburban,1964,58,405354.09
2741,4,3,Rural,2014,722,516051.61
2221,3,4,Urban,1998,683,281764.08
827,6,2,Suburban,2011,165,497470.41
1374,6,3,Urban,1975,91,262633.76
1908,2,1,Urban,1996,487,537322.16
2631,5,1,Suburban,1994,649,230427.34
1141,2,3,Rural,1997,713,392682.58
1538,2,4,Urban,2016,246,259846.61
2960,2,1,Suburban,1963,262,469702.91
933,2,4,Rural,1976,259,243902.67
1191,2,1,Urban,2005,394,127908.74
1838,4,4,Urban,1989,318,459852.29
2026,5,4,Rural,2015,621,209972.97
2836,2,4,Rural,2020,260,353062.09
2606,5,3,Suburban,1968,250,566122.08
2522,2,2,Rural,2015,586,416352.32
2388,5,3,Rural,1998,741,494328.56
2695,3,1,Urban,2008,644,168145.36
1598,5,2,Rural,1981,160,451103.69
2223,6,3,Suburban,2002,770,263885.95
1470,2,3,Suburban,2016,664,562401.73
1688,4,1,Urban,2004,545,488453.74
1762,4,2,Urban,1999,588,507278.57
2067,2,3,Suburban,1974,382,285855.21
1481,6,1,Rural,2009,262,288652.07
2929,3,3,Urban,2000,240,562861.66
896,6,4,Rural,2016,458,361842.27
1676,2,3,Suburban,2004,234,555969.29
1990,6,1,Urban,1987,268,502808.72
2890,3,3,Suburban,1976,696,513312.04
1990,5,3,Urban,2001,504,219128.6
2055,6,3,Urban,2011,443,585550.69
1012,4,3,Urban,1980,207,335854.17
1598,2,1,Rural,1986,179,432428.77
1223,3,2,Suburban,1977,665,403680.85
1219,5,2,Urban,1996,752,360212.6
1227,5,4,Rural,2020,362,369136.98
2474,5,3,Rural,1960,518,122735.23
2621,3,4,Urban,2012,483,420030.12
918,3,1,Suburban,1975,98,261798.45
1158,6,2,Rural,1970,620,210607.47
2965,3,2,Suburban,1963,238,548568.17
2787,6,3,Suburban,1969,475,584795.05
1276,5,1,Rural,1982,410,538128.45
2767,3,3,Urban,2018,104,398881.3
1631,3,3,Suburban,1971,724,148876.05
1947,3,4,Rural,2004,704,126125.43
1215,6,4,Suburban,1951,648,426044.56
1140,5,1,Rural,1963,45,115643.46
2353,3,1,Suburban,2019,139,369150.77
1470,3,4,Suburban,2000,86,399473.61
960,5,2,Suburban,1993,640,556146.1
1120,5,2,Rural,1995,528,527753.71
2359,3,4,Suburban,1992,203,137945.81
2316,3,3,Suburban,2012,86,131522.02
1215,2,1,Urban,1994,184,385700.08
2349,4,1,Urban,1958,573,331808.48
2851,2,4,Suburban,1975,170,563038.46
2142,2,2,Suburban,1993,798,517848.29
1618,4,3,Rural,1992,99,326643.17
2173,3,4,Suburban,1989,534,187475.9
2366,5,2,Urban,1991,724,459468.88
1299,5,2,Rural,1965,654,427691.92
1430,4,1,Rural,2003,393,117532.56
821,2,1,Suburban,1988,305,294770.42
1786,5,4,Rural,1973,472,342750.77
1846,6,3,Suburban,1981,705,423281.07
1359,5,3,Rural,2020,41,162157.15
2557,2,1,Suburban,2001,637,461728.66
1386,6,1,Suburban,1995,45,321866.37
1222,2,2,Suburban,1968,255,335062.21
2131,5,2,Urban,1976,752,289298.95
1307,2,3,Suburban,2016,535,359677.27
2864,2,1,Urban,1972,446,485782.12
2464,6,3,Suburban,1957,148,345378.62
1077,2,2,Rural,1957,612,151536.77
2413,3,2,Urban,2019,507,420757.47
1026,5,4,Urban,2009,349,412369.72
2253,3,4,Suburban,1973,371,142881.65
1421,2,3,Urban,1980,396,226684.65
1290,4,2,Rural,2012,485,592828.4
2793,5,4,Urban,1991,42,493389.84
2783,6,1,Suburban,1981,59,188871.17
2807,3,3,Rural,1989,616,492278.56
1595,6,2,Suburban,2020,181,511231.82
2442,3,4,Urban,2013,497,598816.45
920,4,1,Urban,1973,320,227359.36
2627,3,1,Suburban,2005,109,315519.53
1953,6,4,Rural,1989,255,314339.78
925,4,2,Suburban,1954,482,102816.27
2023,5,2,Urban,1967,525,534401.73
1328,6,2,Suburban,1966,356,394049.12
2099,6,2,Rural,1994,172,175663.83
1717,2,2,Urban,1992,261,244970.93
1445,3,4,Rural,2002,396,277948.72
2589,6,2,Urban,1992,666,239301.58
2002,5,1,Urban,1996,6,360749.6
1610,2,2,Urban,1971,397,319878.89
2827,2,2,Suburban,1966,37,455249.0
2824,2,3,Urban,1981,762,557266.28
2217,3,4,Suburban,1989,141,318142.3
2161,3,3,Urban,1971,94,239516.41
951,5,2,Urban,1997,41,383289.08
923,6,3,Suburban,1978,271,132550.36
2438,2,4,Suburban,2002,68,502998.62
872,6,2,Rural,1963,692,344047.04
843,3,4,Rural,1986,337,547555.45
1439,5,2,Rural,1992,505,318357.34
2638,5,3,Urban,1964,116,553988.16
2320,5,3,Urban,1971,531,583042.29
1870,3,2,Rural,1992,656,493594.74
2846,4,4,Urban,1992,150,354962.05
2551,5,2,Rural,1964,452,397481.1
2345,4,3,Rural,1959,472,590707.22
2341,2,4,Rural,1951,681,340178.72
1494,4,4,Suburban,2008,740,143695.81
2470,2,2,Rural,1982,118,225603.57
1667,2,4,Suburban,1965,506,273476.71
1096,6,4,Suburban,1962,101,348780.1
1585,6,2,Urban,1987,267,143315.63
2685,3,3,Rural,1969,255,410147.8
2402,4,2,Urban,1994,656,120162.19
1525,2,1,Urban,1987,658,523417.01
1771,6,1,Urban,2008,256,188421.67
2654,2,2,Rural,1954,389,132048.12
1290,6,3,Urban,1952,616,571391.67
2135,2,2,Rural,2003,371,237030.34
1350,4,3,Rural,1977,203,240173.96
1252,5,1,Urban,2011,217,518866.81
1452,5,2,Urban,1990,403,444194.56
1910,4,2,Rural,1998,474,259824.36
1666,6,4,Suburban,2003,141,211949.82
2470,3,3,Urban,2011,213,362421.11
1526,5,4,Urban,2005,490,303953.82
2610,2,2,Urban,1965,210,389618.52
2421,6,4,Suburban,1973,8,599214.13
2902,2,4,Suburban,2012,582,377346.95
1732,2,4,Suburban,1996,420,465993.25
2301,3,2,Urban,1992,84,332919.35
2432,4,3,Urban,1992,38,252813.99
2323,3,4,Suburban,1974,680,549668.97
2717,6,1,Suburban,2017,561,286187.92
886,5,3,Urban,1967,706,114751.21
2388,5,2,Urban,2017,172,464500.74
2804,5,2,Suburban,2010,99,327566.59
1332,6,2,Suburban,1958,682,563115.97
1366,3,4,Rural,2007,448,159240.47
1377,4,4,Urban,2013,782,435138.95
2629,4,4,Suburban,1973,39,225138.35
2844,2,1,Urban,2015,95,523668.72
2652,3,3,Suburban,1957,362,548390.69
1573,3,3,Suburban,1992,11,361424.25
2618,6,3,Suburban,2010,83,143093.9
1187,4,1,Urban,1966,760,323442.82
1486,4,1,Rural,2007,50,417999.94
1232,3,3,Urban,1995,108,573923.24
1929,3,3,Rural,1962,722,329127.23
1473,6,3,Suburban,1999,127,280909.04
2574,3,3,Urban,1974,134,386310.11
2076,2,4,Rural,1973,589,309212.04
1443,2,3,Rural,1960,145,345392.01
2674,4,3,Urban,1994,677,487033.57
1944,3,4,Urban,2007,155,489220.85
1995,4,2,Urban,1971,48,569352.02
2661,5,1,Rural,2016,743,556547.39
1423,5,3,Urban,1999,752,544844.86
2612,4,4,Rural,1971,82,274079.4
2027,4,4,Rural,1966,32,406036.41
2237,6,3,Urban,1991,118,116917.23
1708,3,1,Rural,1960,292,139507.38
2606,4,3,Suburban,2010,371,203574.17
1431,5,4,Suburban,1958,287,319215.85
1275,5,2,Suburban,1968,721,436291.56
1357,5,2,Rural,2004,718,140905.45
2674,2,3,Rural,1989,46,284165.96
2358,2,3,Suburban,1985,438,102715.23
828,2,1,Suburban,1985,299,556198.68
2750,6,3,Rural,1995,662,182922.02
1717,3,3,Urban,1963,637,215016.77
2180,4,2,Suburban,1970,103,103821.79
1355,6,3,Urban,1963,492,514058.73
2717,2,1,Suburban,2014,387,594262.36
2851,3,1,Rural,1983,711,408143.3
1317,4,2,Urban,1958,192,188107.09
2579,6,4,Urban,1985,359,106915.07
2930,6,4,Suburban,2006,764,577503.63
1149,3,2,Rural,1996,530,572443.95
2440,5,2,Rural,2012,669,299560.72
895,2,4,Suburban,1994,678,310569.13
2731,4,4,Urban,1956,370,134685.82
1861,6,2,Suburban,2000,605,592013.94
1242,4,3,Urban,1992,401,599962.04
1001,6,1,Urban,1981,51,452930.19
2435,6,3,Suburban,1983,106,323301.28
916,4,1,Rural,1998,784,273929.45
2587,5,3,Rural,1960,127,438474.1
934,6,3,Urban,2004,769,274337.72
2641,2,3,Rural,1968,697,229751.59
1582,2,2,Urban,2017,207,154290.0
1517,4,3,Rural,1977,524,517897.32
2401,2,1,Suburban,1959,774,115653.91
2216,5,4,Rural,1971,606,439841.12
1284,3,3,Urban,1995,453,177871.61
2305,4,3,Rural,1986,239,216354.89
1306,2,2,Rural,2001,193,244498.59
2710,3,4,Urban,1977,697,496618.43
2999,2,4,Urban,1987,587,404640.05
2348,4,2,Rural,2020,776,373704.2
2004,2,1,Suburban,1950,16,231888.49
2224,6,2,Urban,1992,211,179594.82
966,3,3,Rural,1980,515,212413.45
1131,5,1,Rural,1951,459,499379.72
2432,2,2,Urban,1989,384,237967.87
2808,2,2,Rural,2014,768,140248.14
984,2,1,Suburban,1989,119,241288.51
2627,3,2,Suburban,1974,29,445677.17
1898,2,4,Suburban,1980,312,436186.39
1072,3,1,Suburban,1985,192,299398.34
2200,5,4,Rural,2009,675,153140.4
1389,6,4,Rural,1974,205,150240.3
2377,3,4,Rural,2010,356,278700.99
923,6,4,Suburban,1986,513,336538.07
881,3,3,Rural,1976,57,286593.82
1848,5,3,Urban,1974,559,564128.16
2993,5,3,Rural,1966,159,329916.1
876,6,1,Suburban,1973,473,516175.19
1170,6,3,Urban,1955,419,530839.74
2218,5,4,Urban,2003,131,236228.88
2070,5,4,Urban,1984,2,521800.65
2077,5,2,Urban,1950,721,473738.43
1507,3,1,Suburban,1979,184,589674.08
2328,4,3,Urban,2009,313,309920.3
1696,3,2,Urban,1954,57,499389.56
1978,5,1,Rural,2008,153,552249.19
1961,3,4,Suburban,1990,475,283068.81
1105,2,4,Rural,1989,101,459317.13
924,2,1,Suburban,1967,745,473376.36
2510,6,1,Urban,2011,17,218195.26
2135,6,4,Urban,2018,778,374653.03
2679,6,3,Urban,2011,508,270636.44
865,3,4,Urban,1961,293,389036.6
1141,3,1,Urban,1984,438,420451.11
2627,5,1,Suburban,1953,46,233962.93
1433,6,1,Rural,2017,448,436317.09
2068,4,3,Rural,1976,9,562261.63
1200,3,1,Urban,1962,309,423776.11
1017,5,3,Suburban,1962,271,484107.85
1116,4,3,Rural,1960,202,438058.96
1222,3,1,Rural,1977,38,558991.32
1718,3,3,Rural,1955,672,157656.96
1787,3,4,Rural,1988,693,530014.67
2604,6,4,Urban,1950,572,576083.97
2902,6,4,Urban,1993,371,556400.59
2999,5,3,Suburban,1993,295,354167.06
1078,3,4,Urban,2005,582,470809.87
2493,3,2,Urban,2009,213,414003.19
2886,3,4,Suburban,1957,280,110770.38
3000,3,1,Rural,2020,264,480456.07
1618,4,2,Rural,1957,16,344271.28
1615,4,3,Urban,2005,741,519278.91
2138,3,2,Suburban,1963,535,267448.96
1450,3,1,Urban,1972,94,104126.12
2514,3,4,Rural,1997,93,106233.97
2354,2,1,Rural,1962,362,317197.89
2866,5,3,Suburban,2007,640,203403.67
2508,5,3,Rural,1990,736,216895.05
2014,2,2,Rural,1953,111,535923.15
886,4,3,Suburban,1997,611,215269.89
1837,3,2,Suburban,1950,789,476598.26
882,5,3,Rural,1961,613,282185.62
2409,2,1,Suburban,1974,44,272861.91
981,2,3,Rural,1972,769,471629.35
1433,2,2,Suburban,1959,426,488348.51
1807,5,1,Suburban,1954,604,364683.6
1004,4,3,Urban,1997,458,417528.66
1096,6,4,Rural,2011,698,350257.54
2256,2,2,Urban,1975,77,545513.48
1311,6,2,Urban,1973,589,518896.75
1812,3,3,Urban,1984,284,306288.63
1263,5,1,Suburban,1984,478,316544.54
2234,4,4,Urban,1950,442,134096.83
2249,2,1,Urban,1956,56,298812.43
2882,5,1,Urban,1988,63,248460.49
1295,2,3,Suburban,1957,513,391878.23
2830,6,3,Urban,2012,757,561319.8
2159,5,3,Rural,1991,379,184864.56
1561,2,2,Rural,2008,670,154499.83
1621,6,4,Rural,2003,738,230597.51
2642,5,3,Suburban,1985,213,118278.27
2209,2,1,Urban,1985,206,567433.2
1033,6,3,Urban,1964,352,154565.83
2186,3,1,Suburban,1988,642,314192.36
1049,2,2,Urban,1953,445,190817.22
892,6,2,Rural,1979,726,236617.43
1526,2,4,Rural,1997,620,225840.23
1022,5,3,Urban,1968,396,396088.83
2329,6,2,Urban,1999,303,563216.93
2412,3,3,Rural,1976,72,448037.44
1506,2,3,Suburban,2009,793,564335.98
972,6,1,Suburban,1970,105,285469.04
1070,3,4,Rural,2011,357,300983.23
2976,3,4,Rural,2003,36,276181.14
2789,3,1,Rural,1962,603,236603.69
2853,3,3,Suburban,1961,99,501592.37
2972,6,4,Rural,1987,617,415226.95
2610,5,1,Suburban,1980,521,556862.88
1794,2,3,Urban,1977,603,263337.08
2875,5,1,Rural,2020,712,482570.79
1226,6,1,Rural,1994,467,489262.85
869,3,1,Suburban,1994,394,346783.85
965,2,1,Rural,1959,203,424887.68
1525,5,4,Suburban,2018,221,434214.54
2341,5,2,Rural,1981,718,139638.69
1092,3,1,Suburban,1958,760,231139.69
822,4,2,Rural,1980,559,213997.49
1964,4,1,Suburban,2009,110,305495.06
2712,6,1,Suburban,1985,719,146784.13
878,6,2,Suburban,1957,349,275773.43
1530,3,4,Rural,2007,671,377442.44
2487,3,2,Suburban,2008,419,501092.06
1425,3,1,Rural,1964,102,116653.2
2307,2,4,Rural,1963,420,186869.47
1651,5,2,Urban,1985,257,560512.63
2523,6,2,Rural,2012,251,281812.2
1987,6,4,Rural,2001,158,403733.33
1112,3,3,Suburban,1998,327,426949.71
938,4,1,Urban,2019,557,479909.01
2374,4,2,Suburban,1999,248,452752.45
1319,4,3,Urban,2002,213,461941.08
1736,5,2,Suburban,1996,664,340111.99
1235,5,4,Suburban,2002,16,122250.8
1791,4,3,Suburban,1981,114,200143.04
2037,6,4,Suburban,1994,337,225305.59
2302,2,2,Urban,2002,720,561496.4
2105,5,4,Urban,2012,409,402820.27
1831,4,1,Urban,1970,718,387520.03
2195,4,4,Rural,1967,714,225684.44
2110,5,1,Suburban,2018,398,344415.41
2616,2,4,Rural,2012,462,472981.13
1775,4,2,Suburban,1950,713,546859.07
2376,3,2,Suburban,1962,417,222925.18
1596,6,3,Urban,1991,751,306682.0
2854,2,1,Urban,2019,678,464837.25
1734,3,2,Rural,1995,742,222827.88
2309,4,1,Suburban,2005,611,133199.43
2906,6,4,Rural,1968,548,229294.43
1155,3,1,Suburban,1973,471,585214.01
1640,4,1,Suburban,2017,747,448144.23
1125,3,3,Urban,2004,302,455190.63
1151,3,2,Suburban,2002,553,542194.34
1760,5,2,Suburban,1970,187,408816.13
1680,3,3,Suburban,1971,784,597228.51
1351,3,4,Rural,2010,326,522807.26
2834,3,2,Rural,2006,472,536233.06
2388,2,1,Suburban,2017,218,153110.12
1031,5,1,Suburban,2012,105,103391.66
2193,4,3,Suburban,1987,556,536257.93
1495,2,1,Suburban,1962,271,418038.97
1585,6,3,Urban,1991,768,111528.39
1593,3,2,Rural,2019,314,403173.08
2492,4,1,Suburban,1995,167,526949.48
1803,4,4,Suburban,1997,267,460620.57
1341,3,4,Rural,1995,755,334737.6
1149,4,4,Rural,1959,236,568152.06
2007,6,4,Urban,1990,172,546746.76
2369,3,1,Rural,1981,750,555578.57
2166,2,1,Urban,1956,784,514121.24
2520,4,4,Suburban,1993,555,543570.19
1760,6,1,Suburban,2018,103,124550.23
1408,3,3,Suburban,1959,162,176098.58
2879,2,2,Rural,1971,172,343228.22
1504,4,3,Suburban,1972,622,592907.52
976,6,3,Rural,2004,457,568715.71
902,5,1,Urban,1958,569,584050.66
1722,4,4,Rural,1986,191,267432.26
1390,6,4,Rural,2013,551,400208.36
2745,5,2,Rural,1972,7,165955.42
1965,6,4,Rural,1977,755,184483.95
1336,6,3,Rural,2014,332,139330.47
1194,2,1,Rural,1983,62,404245.71
1475,6,2,Urban,1992,496,591215.28
1143,2,1,Suburban,1982,690,260096.22
1249,4,1,Urban,1957,535,573975.75
1330,3,4,Urban,1987,671,204266.14
2368,6,2,Rural,2004,757,331968.67
2894,3,4,Suburban,1981,362,168702.98
